Player,Pos,Team,G,MP,PTS,TRB,AST,WS,BPM,Salary,Value_per_Million
Zach LaVine,SG,CHI,25.0,872.0,20.1,5.3,4.0,3.0,1.6,44531940.0,0.06736737721284992
Zach LaVine,SG,CHI,25.0,872.0,20.1,5.3,4.0,2.1,-0.4,44531940.0,0.04715716404899495
Maxi Kleber,C,DAL,43.0,871.0,7.9,5.9,2.8,0.3,-3.8,11000000.0,0.02727272727272727
Trendon Watford,PF,BRK,63.0,856.0,18.2,8.2,3.4,0.7,-3.1,2726603.0,0.25672971092601304
Taylor Hendricks,PF,UTA,40.0,856.0,12.3,7.8,1.3,0.0,-3.5,5848680.0,0.0
Dwight Powell,C,DAL,63.0,836.0,9.0,9.2,3.6,1.7,0.0,4000000.0,0.425
Caleb Houstan,SF,ORL,59.0,815.0,11.2,3.7,1.3,1.8,-2.2,2019699.0,0.8912219097994305
Ben Sheppard,SG,IND,57.0,814.0,11.1,3.9,2.3,2.1,-2.0,2663880.0,0.788323798369296
Jake LaRavia,PF,MEM,35.0,806.0,16.9,5.7,2.6,2.9,0.2,3352680.0,0.8649796580645931
Jake LaRavia,PF,MEM,35.0,806.0,16.9,5.7,2.6,2.4,1.3,3352680.0,0.715845234260353
Jake LaRavia,PF,MEM,35.0,806.0,16.9,5.7,2.6,0.5,-2.7,3352680.0,0.1491344238042402
Bismack Biyombo,C,2TM,40.0,791.0,7.9,9.5,2.4,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,2TM,40.0,791.0,7.9,9.5,2.4,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,2TM,40.0,791.0,7.9,9.5,2.4,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,MEM,30.0,718.0,7.8,9.6,2.6,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,MEM,30.0,718.0,7.8,9.6,2.6,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,MEM,30.0,718.0,7.8,9.6,2.6,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,OKC,10.0,73.0,8.9,8.9,1.0,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,OKC,10.0,73.0,8.9,8.9,1.0,0.8,-3.6,647851.0,1.2348518409325602
Bismack Biyombo,C,OKC,10.0,73.0,8.9,8.9,1.0,0.8,-3.6,647851.0,1.2348518409325602
Isaiah Jackson,C,IND,59.0,771.0,17.9,11.1,2.3,0.3,0.8,4435381.0,0.0676379323444818
Mitchell Robinson,C,NYK,31.0,768.0,8.1,12.3,0.8,1.3,3.3,14318182.0,0.09079364964071557
Jock Landale,C,HOU,56.0,763.0,12.9,8.1,3.1,1.7,0.4,8000000.0,0.2125
Cody Martin,SF,CHO,28.0,753.0,10.1,5.2,5.0,1.3,-1.7,8120000.0,0.1600985221674877
Cody Martin,SF,CHO,28.0,753.0,10.1,5.2,5.0,1.3,-1.2,8120000.0,0.1600985221674877
Cody Martin,SF,CHO,28.0,753.0,10.1,5.2,5.0,0.0,-4.0,8120000.0,0.0
KJ Martin,SF,2TM,60.0,746.0,10.8,6.3,2.5,1.3,-3.6,7975000.0,0.16300940438871475
KJ Martin,SF,2TM,60.0,746.0,10.8,6.3,2.5,1.1,-1.7,7975000.0,0.13793103448275865
KJ Martin,SF,2TM,60.0,746.0,10.8,6.3,2.5,0.2,-5.6,7975000.0,0.025078369905956115
KJ Martin,SF,LAC,2.0,31.0,11.6,3.5,1.2,1.3,-3.6,7975000.0,0.16300940438871475
KJ Martin,SF,LAC,2.0,31.0,11.6,3.5,1.2,1.1,-1.7,7975000.0,0.13793103448275865
KJ Martin,SF,LAC,2.0,31.0,11.6,3.5,1.2,0.2,-5.6,7975000.0,0.025078369905956115
KJ Martin,SF,PHI,58.0,715.0,10.8,6.4,2.5,1.3,-3.6,7975000.0,0.16300940438871475
KJ Martin,SF,PHI,58.0,715.0,10.8,6.4,2.5,1.1,-1.7,7975000.0,0.13793103448275865
KJ Martin,SF,PHI,58.0,715.0,10.8,6.4,2.5,0.2,-5.6,7975000.0,0.025078369905956115
Delon Wright,PG,2TM,47.0,742.0,10.2,4.2,5.8,0.7,-1.4,2087519.0,0.3353262892457506
Delon Wright,PG,2TM,47.0,742.0,10.2,4.2,5.8,0.2,-2.5,2087519.0,0.0958075112130716
Delon Wright,PG,2TM,47.0,742.0,10.2,4.2,5.8,0.5,0.5,2087519.0,0.239518778032679
Delon Wright,PG,WAS,33.0,456.0,10.6,4.7,6.5,0.7,-1.4,2087519.0,0.3353262892457506
Delon Wright,PG,WAS,33.0,456.0,10.6,4.7,6.5,0.2,-2.5,2087519.0,0.0958075112130716
Delon Wright,PG,WAS,33.0,456.0,10.6,4.7,6.5,0.5,0.5,2087519.0,0.239518778032679
Delon Wright,PG,MIA,14.0,286.0,9.6,3.4,4.7,0.7,-1.4,2087519.0,0.3353262892457506
Delon Wright,PG,MIA,14.0,286.0,9.6,3.4,4.7,0.2,-2.5,2087519.0,0.0958075112130716
Delon Wright,PG,MIA,14.0,286.0,9.6,3.4,4.7,0.5,0.5,2087519.0,0.239518778032679
Mo Bamba,C,PHI,57.0,740.0,12.3,11.6,2.0,1.0,-0.9,2207491.0,0.4530029794005955
Mo Bamba,C,PHI,57.0,740.0,12.3,11.6,2.0,1.0,-0.9,2207491.0,0.4530029794005955
Mo Bamba,C,PHI,57.0,740.0,12.3,11.6,2.0,0.9,-0.2,2207491.0,0.40770268146053595
Mo Bamba,C,PHI,57.0,740.0,12.3,11.6,2.0,0.9,-0.2,2207491.0,0.40770268146053595
Mo Bamba,C,PHI,57.0,740.0,12.3,11.6,2.0,0.1,-4.5,2207491.0,0.045300297940059554
Mo Bamba,C,PHI,57.0,740.0,12.3,11.6,2.0,0.1,-4.5,2207491.0,0.045300297940059554
Nick Smith Jr.,SG,CHO,51.0,729.0,14.9,3.6,2.9,-0.5,-5.7,2587200.0,-0.19325912183055038
Landry Shamet,SG,WAS,46.0,726.0,16.2,3.1,2.7,1.0,-2.4,1343690.0,0.7442192767677068
Chris Duarte,SF,SAC,59.0,719.0,11.5,5.3,2.2,0.3,1.2,5893768.0,0.050901223122457484
LaMelo Ball,PG,CHO,22.0,711.0,26.6,5.7,8.9,2.0,3.2,35147000.0,0.056903860926963895
Chris Boucher,PF,TOR,50.0,705.0,16.4,10.6,1.2,2.7,2.3,10810000.0,0.24976873265494912
Bruno Fernando,C,ATL,45.0,682.0,14.9,10.2,2.4,0.3,-0.7,1115128.0,0.2690274120997769
Dalen Terry,SG,CHI,59.0,681.0,9.5,6.0,4.3,1.1,-3.8,3510480.0,0.31334746245527684
Gary Payton II,SG,GSW,44.0,680.0,12.7,6.0,2.5,3.0,1.4,9130000.0,0.32858707557502737
Mason Plumlee,C,LAC,46.0,674.0,13.0,12.5,2.9,3.7,-0.6,2087519.0,1.7724389574418247
Jalen Wilson,PF,BRK,43.0,664.0,11.6,7.1,2.4,1.9,-3.9,1891857.0,1.0043042365252766
Craig Porter Jr.,PG,CLE,51.0,649.0,15.8,6.0,6.5,1.1,1.1,1891857.0,0.5814392948304233
Rayan Rupert,SG,POR,39.0,633.0,8.8,5.2,3.5,0.1,-4.7,1891857.0,0.05285811771185666
Oshae Brissett,SF,BOS,55.0,630.0,11.5,9.1,2.5,0.1,-6.3,119972.0,0.8335278231587371
Jordan McLaughlin,PG,MIN,56.0,626.0,11.2,4.1,6.3,0.6,-1.6,2087519.0,0.2874225336392148
Jordan McLaughlin,PG,MIN,56.0,626.0,11.2,4.1,6.3,0.2,-3.5,2087519.0,0.0958075112130716
Jordan McLaughlin,PG,MIN,56.0,626.0,11.2,4.1,6.3,0.5,1.3,2087519.0,0.239518778032679
Seth Curry,SG,2TM,44.0,616.0,13.2,4.0,2.6,1.8,-1.7,2087519.0,0.8622676009176444
Seth Curry,SG,DAL,36.0,457.0,12.1,4.1,2.4,1.8,-1.7,2087519.0,0.8622676009176444
Seth Curry,SG,CHO,8.0,159.0,16.3,3.6,3.2,1.8,-1.7,2087519.0,0.8622676009176444
A.J. Green,SG,MIL,56.0,614.0,14.8,3.8,1.8,2.8,-2.2,2120693.0,1.3203231207911752
Johnny Davis,SG,WAS,50.0,613.0,8.9,4.2,1.9,0.1,-2.8,5291160.0,0.018899447380158606
MarJon Beauchamp,SF,MIL,48.0,608.0,12.5,5.9,1.8,0.1,-4.3,2733720.0,0.03658019109491828
MarJon Beauchamp,SF,MIL,48.0,608.0,12.5,5.9,1.8,-0.1,-6.5,2733720.0,-0.03658019109491828
MarJon Beauchamp,SF,MIL,48.0,608.0,12.5,5.9,1.8,0.1,4.0,2733720.0,0.03658019109491828
MarJon Beauchamp,SF,MIL,48.0,608.0,12.5,5.9,1.8,0.1,3.7,2733720.0,0.03658019109491828
Marcus Smart,PG,MEM,20.0,605.0,17.2,3.2,5.1,0.7,-1.5,20210284.0,0.03463583193585998
Marcus Smart,PG,MEM,20.0,605.0,17.2,3.2,5.1,0.4,-1.2,20210284.0,0.01979190396334856
Marcus Smart,PG,MEM,20.0,605.0,17.2,3.2,5.1,0.3,-1.9,20210284.0,0.014843927972511418
Jericho Sims,C,NYK,45.0,585.0,5.7,9.0,1.5,1.3,-3.0,2092344.0,0.6213127478081998
Jericho Sims,C,NYK,45.0,585.0,5.7,9.0,1.5,0.8,-3.5,2092344.0,0.3823463063435075
Jericho Sims,C,NYK,45.0,585.0,5.7,9.0,1.5,0.4,-1.9,2092344.0,0.19117315317175376
Brice Sensabaugh,SF,UTA,32.0,584.0,14.9,6.3,3.4,1.2,-1.2,2571480.0,0.4666573335199962
Jarred Vanderbilt,PF,LAL,29.0,581.0,9.3,8.6,2.2,1.4,-1.0,10714286.0,0.1306666631822223
Shake Milton,SG,3TM,48.0,581.0,13.4,4.6,3.7,1.3,-2.2,2875000.0,0.45217391304347826
Shake Milton,SG,3TM,48.0,581.0,13.4,4.6,3.7,1.0,-0.9,2875000.0,0.34782608695652173
Shake Milton,SG,3TM,48.0,581.0,13.4,4.6,3.7,0.4,-4.0,2875000.0,0.1391304347826087
Shake Milton,SG,MIN,38.0,491.0,13.1,3.7,3.7,1.3,-2.2,2875000.0,0.45217391304347826
Shake Milton,SG,MIN,38.0,491.0,13.1,3.7,3.7,1.0,-0.9,2875000.0,0.34782608695652173
Shake Milton,SG,MIN,38.0,491.0,13.1,3.7,3.7,0.4,-4.0,2875000.0,0.1391304347826087
Shake Milton,SG,DET,4.0,63.0,15.4,10.3,3.4,1.3,-2.2,2875000.0,0.45217391304347826
Shake Milton,SG,DET,4.0,63.0,15.4,10.3,3.4,1.0,-0.9,2875000.0,0.34782608695652173
Shake Milton,SG,DET,4.0,63.0,15.4,10.3,3.4,0.4,-4.0,2875000.0,0.1391304347826087
Shake Milton,SG,NYK,6.0,27.0,14.7,8.0,5.3,1.3,-2.2,2875000.0,0.45217391304347826
Shake Milton,SG,NYK,6.0,27.0,14.7,8.0,5.3,1.0,-0.9,2875000.0,0.34782608695652173
Shake Milton,SG,NYK,6.0,27.0,14.7,8.0,5.3,0.4,-4.0,2875000.0,0.1391304347826087
Zeke Nnaji,PF,DEN,58.0,576.0,11.6,7.9,2.0,1.2,-1.3,8888889.0,0.1349999983125
Andre Jackson Jr.,SG,MIL,57.0,572.0,7.9,7.1,3.1,1.2,-3.4,1891857.0,0.6342974125422799
Jared Butler,SG,WAS,40.0,566.0,16.0,3.7,8.0,1.4,-1.0,745726.0,1.8773651448387207
Jared Butler,SG,WAS,40.0,566.0,16.0,3.7,8.0,0.6,1.0,745726.0,0.8045850620737375
Jared Butler,SG,WAS,40.0,566.0,16.0,3.7,8.0,0.8,-2.1,745726.0,1.0727800827649834
Kevin Knox,SF,DET,31.0,560.0,14.3,4.8,1.5,0.2,-1.3,503883.0,0.39691753839681043
Kevin Knox,SF,DET,31.0,560.0,14.3,4.8,1.5,0.2,-1.3,503883.0,0.39691753839681043
Kevin Knox,SF,DET,31.0,560.0,14.3,4.8,1.5,0.2,-1.3,503883.0,0.39691753839681043
Lamar Stevens,PF,2TM,38.0,559.0,17.5,8.2,1.8,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,2TM,38.0,559.0,17.5,8.2,1.8,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,2TM,38.0,559.0,17.5,8.2,1.8,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,BOS,19.0,122.0,15.6,9.1,2.4,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,BOS,19.0,122.0,15.6,9.1,2.4,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,BOS,19.0,122.0,15.6,9.1,2.4,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,MEM,19.0,437.0,18.0,7.9,1.6,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,MEM,19.0,437.0,18.0,7.9,1.6,0.2,-4.2,623856.0,0.3205868020825319
Lamar Stevens,PF,MEM,19.0,437.0,18.0,7.9,1.6,0.2,-4.2,623856.0,0.3205868020825319
Richaun Holmes,C,2TM,40.0,555.0,12.9,11.8,1.6,2.0,1.1,12648321.0,0.15812375413305846
Richaun Holmes,C,DAL,23.0,237.0,11.8,11.8,2.3,2.0,1.1,12648321.0,0.15812375413305846
Richaun Holmes,PF,WAS,17.0,318.0,13.7,11.8,1.1,2.0,1.1,12648321.0,0.15812375413305846
Tristan Thompson,C,CLE,49.0,549.0,10.6,11.4,3.3,0.4,-4.6,2087519.0,0.1916150224261432
Julian Strawther,SF,DEN,50.0,545.0,15.0,4.0,3.1,1.3,-4.5,2552520.0,0.5093006127278141
Vit Krejci,PG,ATL,22.0,541.0,9.0,3.5,3.3,2.6,0.7,2162606.0,1.2022532074728363
Bones Hyland,PG,LAC,37.0,540.0,17.1,3.7,6.2,0.5,2.7,4158439.0,0.1202374256301463
Bones Hyland,PG,LAC,37.0,540.0,17.1,3.7,6.2,0.4,3.1,4158439.0,0.09618994050411704
Bones Hyland,PG,LAC,37.0,540.0,17.1,3.7,6.2,0.1,-3.2,4158439.0,0.02404748512602926
Jalen McDaniels,SF,TOR,50.0,538.0,11.3,5.3,2.5,0.0,5.6,4861772.0,0.0
Jalen McDaniels,SF,TOR,50.0,538.0,11.3,5.3,2.5,0.0,5.6,4861772.0,0.0
Scotty Pippen Jr.,PG,MEM,21.0,527.0,18.5,4.6,6.7,4.7,1.9,2087519.0,2.251476513507183
Mark Williams,C,CHO,19.0,508.0,17.1,13.0,1.6,4.7,3.5,4094280.0,1.1479429838701798
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,2TM,49.0,507.0,11.6,5.5,3.1,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,PHI,32.0,377.0,12.2,5.5,3.3,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.5,-2.7,4772772.0,0.10476092300239777
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.4,-0.3,4772772.0,0.08380873840191823
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.1,-4.3,4772772.0,0.020952184600479557
Jaden Springer,SG,BOS,17.0,130.0,9.7,5.5,2.5,0.1,-4.3,4772772.0,0.020952184600479557
Patrick Baldwin Jr.,SF,WAS,38.0,493.0,12.3,9.0,2.1,0.2,1.5,2448840.0,0.08167132193201679
Patrick Baldwin Jr.,SF,WAS,38.0,493.0,12.3,9.0,2.1,0.1,-0.2,2448840.0,0.040835660966008394
Patrick Baldwin Jr.,SF,WAS,38.0,493.0,12.3,9.0,2.1,0.1,30.7,2448840.0,0.040835660966008394
P.J. Tucker,PF,2TM,31.0,486.0,3.9,6.3,1.2,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,2TM,31.0,486.0,3.9,6.3,1.2,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,2TM,31.0,486.0,3.9,6.3,1.2,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,2TM,31.0,486.0,3.9,6.3,1.2,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,PHI,3.0,66.0,3.3,7.6,0.0,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,PHI,3.0,66.0,3.3,7.6,0.0,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,PHI,3.0,66.0,3.3,7.6,0.0,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,PHI,3.0,66.0,3.3,7.6,0.0,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,LAC,28.0,420.0,3.9,6.1,1.4,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,LAC,28.0,420.0,3.9,6.1,1.4,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,LAC,28.0,420.0,3.9,6.1,1.4,0.1,-7.2,12025777.0,0.008315471008650835
P.J. Tucker,PF,LAC,28.0,420.0,3.9,6.1,1.4,0.1,-7.2,12025777.0,0.008315471008650835
Tari Eason,PF,HOU,22.0,480.0,16.1,11.5,2.0,5.0,3.6,3695160.0,1.3531213804003075
Monte Morris,PG,2TM,33.0,476.0,12.4,4.3,5.2,0.8,-1.8,2087519.0,0.3832300448522864
Monte Morris,PG,DET,6.0,68.0,14.3,6.4,4.2,0.8,-1.8,2087519.0,0.3832300448522864
Monte Morris,PG,MIN,27.0,408.0,12.1,4.0,5.4,0.8,-1.8,2087519.0,0.3832300448522864
Bol Bol,PF,PHO,43.0,469.0,17.1,10.5,1.3,0.9,0.8,2087519.0,0.4311338004588222
Anthony Gill,PF,WAS,50.0,466.0,14.6,7.3,2.6,0.5,-4.5,2237691.0,0.22344461321960898
Sandro Mamukelashvili,C,SAS,46.0,451.0,15.2,11.7,3.9,2.2,2.3,2087519.0,1.0538826233437877
Alex Len,C,SAC,48.0,444.0,9.7,10.4,4.1,0.7,-2.6,2831348.0,0.24723206048850227
Alex Len,C,SAC,48.0,444.0,9.7,10.4,4.1,0.7,-2.6,2831348.0,0.24723206048850227
Alex Len,C,SAC,48.0,444.0,9.7,10.4,4.1,0.6,0.3,2831348.0,0.2119131947044305
Alex Len,C,SAC,48.0,444.0,9.7,10.4,4.1,0.6,0.3,2831348.0,0.2119131947044305
Alex Len,C,SAC,48.0,444.0,9.7,10.4,4.1,0.0,-8.9,2831348.0,0.0
Alex Len,C,SAC,48.0,444.0,9.7,10.4,4.1,0.0,-8.9,2831348.0,0.0
Thomas Bryant,C,MIA,38.0,441.0,17.7,11.5,1.9,3.1,0.6,2087519.0,1.4850164238026098
Thomas Bryant,C,MIA,38.0,441.0,17.7,11.5,1.9,0.4,0.0,2087519.0,0.1916150224261432
Thomas Bryant,C,MIA,38.0,441.0,17.7,11.5,1.9,2.6,0.7,2087519.0,1.2454976457699307
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.6,-0.2,355687.0,1.6868763828872015
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.6,-0.2,355687.0,1.6868763828872015
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.6,-0.2,355687.0,1.6868763828872015
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.6,0.3,355687.0,1.6868763828872015
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.6,0.3,355687.0,1.6868763828872015
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.6,0.3,355687.0,1.6868763828872015
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.0,-4.1,355687.0,0.0
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.0,-4.1,355687.0,0.0
Chuma Okeke,SF,ORL,47.0,432.0,8.9,6.7,1.7,0.0,-4.1,355687.0,0.0
Patty Mills,PG,2TM,32.0,415.0,11.0,3.0,2.9,0.1,-3.2,2087519.0,0.0479037556065358
Patty Mills,PG,2TM,32.0,415.0,11.0,3.0,2.9,-0.2,-4.4,2087519.0,-0.0958075112130716
Patty Mills,PG,2TM,32.0,415.0,11.0,3.0,2.9,0.3,2.1,2087519.0,0.1437112668196074
Patty Mills,PG,ATL,19.0,202.0,9.1,3.6,2.5,0.1,-3.2,2087519.0,0.0479037556065358
Patty Mills,PG,ATL,19.0,202.0,9.1,3.6,2.5,-0.2,-4.4,2087519.0,-0.0958075112130716
Patty Mills,PG,ATL,19.0,202.0,9.1,3.6,2.5,0.3,2.1,2087519.0,0.1437112668196074
Patty Mills,PG,MIA,13.0,213.0,12.8,2.5,3.4,0.1,-3.2,2087519.0,0.0479037556065358
Patty Mills,PG,MIA,13.0,213.0,12.8,2.5,3.4,-0.2,-4.4,2087519.0,-0.0958075112130716
Patty Mills,PG,MIA,13.0,213.0,12.8,2.5,3.4,0.3,2.1,2087519.0,0.1437112668196074
Svi Mykhailiuk,SF,BOS,41.0,413.0,14.1,4.4,3.1,-0.1,-3.5,3500000.0,-0.028571428571428574
DeAndre Jordan,C,DEN,36.0,396.0,12.9,14.3,2.4,1.8,-1.2,2087519.0,0.8622676009176444
Kobe Brown,PF,LAC,44.0,394.0,8.1,5.7,2.3,0.5,-2.1,2533920.0,0.19732272526362316
Matt Ryan,SF,NOP,28.0,390.0,14.0,3.7,1.7,-0.1,-7.5,621439.0,-0.1609168397863668
Johnny Juzang,SG,UTA,20.0,372.0,13.9,3.5,2.2,1.6,-2.3,3087519.0,0.5182154344637232
Noah Clowney,PF,BRK,23.0,370.0,12.9,7.9,1.8,0.5,-4.1,3244080.0,0.15412690192596978
Ousmane Dieng,PF,OKC,33.0,365.0,13.1,5.0,3.6,0.9,-0.9,5027040.0,0.17903179604697794
Ben Simmons,PG,BRK,15.0,359.0,9.2,11.9,8.6,1.8,-0.5,40011909.0,0.04498660636262069
Ben Simmons,PG,BRK,15.0,359.0,9.2,11.9,8.6,1.8,-0.5,40011909.0,0.04498660636262069
Ben Simmons,PG,BRK,15.0,359.0,9.2,11.9,8.6,1.1,-1.0,40011909.0,0.027491814999379312
Ben Simmons,PG,BRK,15.0,359.0,9.2,11.9,8.6,1.1,-1.0,40011909.0,0.027491814999379312
Ben Simmons,PG,BRK,15.0,359.0,9.2,11.9,8.6,0.7,0.9,40011909.0,0.017494791363241377
Ben Simmons,PG,BRK,15.0,359.0,9.2,11.9,8.6,0.7,0.9,40011909.0,0.017494791363241377
Brandon Boston Jr.,SF,LAC,32.0,345.0,17.4,5.4,1.4,0.7,-2.5,596581.0,1.1733528221649698
Jarace Walker,PF,IND,33.0,340.0,12.7,6.7,4.2,1.6,-0.9,6362520.0,0.2514726869227916
Olivier-Maxence Prosper,PF,DAL,40.0,336.0,13.0,8.5,2.4,0.9,-2.1,2870400.0,0.31354515050167225
Jeremiah Robinson-Earl,PF,NOP,39.0,334.0,12.4,8.2,2.3,1.7,-2.5,2196970.0,0.7737929967182073
Neemias Queta,C,BOS,28.0,333.0,16.6,13.2,2.2,3.2,-0.7,2162606.0,1.479696255351183
Julian Phillips,SF,CHI,40.0,323.0,9.9,4.0,1.4,1.9,-3.0,1891857.0,1.0043042365252766
Ja Morant,PG,MEM,9.0,318.0,25.6,5.7,8.3,3.5,2.4,36725670.0,0.09530118851473642
A.J. Lawson,SG,DAL,42.0,311.0,15.7,5.8,2.3,0.8,-2.5,100000.0,8.0
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.2,-3.4,1691610.0,0.7093833685069253
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.2,-3.4,1691610.0,0.7093833685069253
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.2,-3.4,1691610.0,0.7093833685069253
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.2,-3.4,1691610.0,0.7093833685069253
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,0.1,-2.9,1691610.0,0.05911528070891045
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,0.1,-2.9,1691610.0,0.05911528070891045
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,0.1,-2.9,1691610.0,0.05911528070891045
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,0.1,-2.9,1691610.0,0.05911528070891045
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.1,-3.5,1691610.0,0.6502680877980149
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.1,-3.5,1691610.0,0.6502680877980149
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.1,-3.5,1691610.0,0.6502680877980149
Orlando Robinson,C,MIA,36.0,304.0,11.7,9.9,4.0,1.1,-3.5,1691610.0,0.6502680877980149
Cory Joseph,PG,GSW,26.0,296.0,7.7,3.6,5.1,1.5,-0.8,3303771.0,0.4540266259374515
Ricky Council IV,SG,PHI,32.0,289.0,21.6,5.7,2.0,0.6,-4.3,1891857.0,0.31714870627113995
Garrett Temple,SG,TOR,27.0,289.0,11.0,5.6,3.5,0.2,-3.6,2087519.0,0.0958075112130716
